# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
  304       5.169082658904e-10       1.283093852756e-12       1.575313457542e-11       0.000000000000e+00       3.461125865922e-03       2.799079581904e-03       2.604447337129e-03       2.083964931030e-03       1.998240349766e-03       1.623900581787e-09       1.761562353203e-09       1.760218639685e-09 
  305       5.124485249257e-10       1.307074253716e-12       1.577937305941e-11       0.000000000000e+00       3.467385065053e-03       2.804005290668e-03       2.609110478593e-03       2.087972584007e-03       2.002456969081e-03       1.613880285192e-09       1.751965720830e-09       1.751623530760e-09 
  306       5.079855288348e-10       1.331161848905e-12       1.580067347465e-11       0.000000000000e+00       3.473635152242e-03       2.808916290044e-03       2.613751167348e-03       2.091957671935e-03       2.006655997048e-03       1.603846541101e-09       1.742380680198e-09       1.743067281443e-09 
  307       5.035208855507e-10       1.355348190402e-12       1.581700584592e-11       0.000000000000e+00       3.479876419874e-03       2.813812912839e-03       2.618369485832e-03       2.095919721001e-03       2.010836329432e-03       1.593786214383e-09       1.732798415698e-09       1.734543826167e-09 
  308       4.990562240904e-10       1.379624631739e-12       1.582834118009e-11       0.000000000000e+00       3.486109144733e-03       2.818695484108e-03       2.622965506983e-03       2.099858238412e-03       2.014996826565e-03       1.583685776835e-09       1.723209821129e-09       1.726046873368e-09 
  309       4.945931946343e-10       1.403982326414e-12       1.583465147855e-11       0.000000000000e+00       3.492333587739e-03       2.823564320992e-03       2.627539294064e-03       2.103772712175e-03       2.019136312998e-03       1.573531303753e-09       1.713605497087e-09       1.717569903368e-09 
  310       4.901334686054e-10       1.428412226411e-12       1.583590974957e-11       0.000000000000e+00       3.498549993681e-03       2.828419732542e-03       2.632090900508e-03       2.107662610884e-03       2.023253577154e-03       1.563308470517e-09       1.703975748341e-09       1.709106166272e-09 
  311       4.856787387485e-10       1.452905080713e-12       1.583209002075e-11       0.000000000000e+00       3.504758590955e-03       2.833262019556e-03       2.636620369744e-03       2.111527383500e-03       2.027347370983e-03       1.553002549165e-09       1.694310581213e-09       1.700648679857e-09 
  312       4.812306042652e-10       1.477451895084e-12       1.582317177833e-11       0.000000000000e+00       3.510959620741e-03       2.838091493550e-03       2.641127804065e-03       2.115366605975e-03       2.031416637215e-03       1.542602075104e-09       1.684602188059e-09       1.692191855519e-09 
  313       4.767902201661e-10       1.502045338012e-12       1.580915348779e-11       0.000000000000e+00       3.517153426559e-03       2.842908534991e-03       2.645613575076e-03       2.119180429060e-03       2.035461203482e-03       1.532110042299e-09       1.674852533484e-09       1.683736463846e-09 
  314       4.723586318035e-10       1.526678397101e-12       1.579003972484e-11       0.000000000000e+00       3.523340368355e-03       2.847713537441e-03       2.650078122688e-03       2.122969150850e-03       2.039481119731e-03       1.521533220853e-09       1.665066115006e-09       1.675284895330e-09 
  315       4.679368882867e-10       1.551343922784e-12       1.576583682275e-11       0.000000000000e+00       3.529520793199e-03       2.852506888506e-03       2.654521886887e-03       2.126733071788e-03       2.043476433453e-03       1.510878534792e-09       1.655247508129e-09       1.666839552963e-09 
  316       4.635260424200e-10       1.576034627404e-12       1.573655289015e-11       0.000000000000e+00       3.535695035066e-03       2.857288969700e-03       2.658945307657e-03       2.130472494629e-03       2.047447189626e-03       1.500153063149e-09       1.645401366780e-09       1.658402852136e-09 
  317       4.591271506407e-10       1.600743084300e-12       1.570219782892e-11       0.000000000000e+00       3.541863414601e-03       2.862060156293e-03       2.663348824897e-03       2.134187724405e-03       2.051393430640e-03       1.489364041057e-09       1.635532423745e-09       1.649977220521e-09 
  318       4.547412729569e-10       1.625461726889e-12       1.566278335196e-11       0.000000000000e+00       3.548026238896e-03       2.866820817172e-03       2.667732878345e-03       2.137879068391e-03       2.055315196239e-03       1.478518860833e-09       1.625645491108e-09       1.641565097971e-09 
  319       4.503694728855e-10       1.650182847753e-12       1.561832300106e-11       0.000000000000e+00       3.554183801258e-03       2.871571314691e-03       2.672097907491e-03       2.141546836066e-03       2.059212523446e-03       1.467625073068e-09       1.615745460685e-09       1.633168936405e-09 
  320       4.460128173903e-10       1.674898597720e-12       1.556883216471e-11       0.000000000000e+00       3.560336380983e-03       2.876312004530e-03       2.676444351505e-03       2.145191339080e-03       2.063085446504e-03       1.456690387714e-09       1.605837304463e-09       1.624791199698e-09 
  321       4.416723768197e-10       1.699600984952e-12       1.551432809593e-11       0.000000000000e+00       3.566484243127e-03       2.881043235546e-03       2.680772649147e-03       2.148812891216e-03       2.066933996805e-03       1.445722675173e-09       1.595926075036e-09       1.616434363577e-09 
  322       4.373492248447e-10       1.724281874023e-12       1.545482993013e-11       0.000000000000e+00       3.572627638278e-03       2.885765349634e-03       2.685083238695e-03       2.152411808357e-03       2.070758202824e-03       1.434729967387e-09       1.586016906041e-09       1.608100915509e-09 
  323       4.330444383971e-10       1.748932985009e-12       1.539035870292e-11       0.000000000000e+00       3.578766802330e-03       2.890478681574e-03       2.689376557859e-03       2.155988408451e-03       2.074558090055e-03       1.423720458920e-09       1.576115012595e-09       1.599793354590e-09 
  324       4.287590976070e-10       1.773545892569e-12       1.532093736794e-11       0.000000000000e+00       3.584901956250e-03       2.895183558894e-03       2.693653043705e-03       2.159543011471e-03       2.078333680943e-03       1.412702508052e-09       1.566225691733e-09       1.591514191440e-09 
  325       4.244942857413e-10       1.798112025029e-12       1.524659081468e-11       0.000000000000e+00       3.591033305855e-03       2.899880301720e-03       2.697913132570e-03       2.163075939384e-03       2.082084994816e-03       1.401684637865e-09       1.556354322845e-09       1.583265948091e-09 
  326       4.202510891410e-10       1.822622663467e-12       1.516734588636e-11       0.000000000000e+00       3.597161041581e-03       2.904569222632e-03       2.702157259987e-03       2.166587516113e-03       2.085812047822e-03       1.390675537332e-09       1.546506368109e-09       1.575051157877e-09 
  327       4.160305971596e-10       1.847068940798e-12       1.508323139770e-11       0.000000000000e+00       3.603285338256e-03       2.909250626520e-03       2.706385860599e-03       2.170078067503e-03       2.089514852859e-03       1.379684062401e-09       1.536687372932e-09       1.566872365330e-09 
  328       4.118339021011e-10       1.871441840855e-12       1.499427815279e-11       0.000000000000e+00       3.609406354871e-03       2.913924810440e-03       2.710599368082e-03       2.173547921284e-03       2.093193419512e-03       1.368719237088e-09       1.526902966388e-09       1.558732126064e-09 
  329       4.076620991575e-10       1.895732197475e-12       1.490051896291e-11       0.000000000000e+00       3.615524234352e-03       2.918592063466e-03       2.714798215065e-03       2.176997407035e-03       2.096847753984e-03       1.357790254564e-09       1.517158861648e-09       1.550633006671e-09 
  330       4.035162863471e-10       1.919930693584e-12       1.480198866436e-11       0.000000000000e+00       3.621639103335e-03       2.923252666548e-03       2.718982833047e-03       2.180426856150e-03       2.100477859029e-03       1.346906478241e-09       1.507460856423e-09       1.542577584609e-09 
  331       3.993975644525e-10       1.944027860279e-12       1.469872413631e-11       0.000000000000e+00       3.627751071931e-03       2.927906892363e-03       2.723153652318e-03       2.183836601803e-03       2.104083733889e-03       1.336077442861e-09       1.497814833398e-09       1.534568448097e-09 
  332       3.953070369583e-10       1.968014075912e-12       1.459076431860e-11       0.000000000000e+00       3.633860233505e-03       2.932555005177e-03       2.727311101881e-03       2.187226978910e-03       2.107665374224e-03       1.325312855585e-09       1.488226760671e-09       1.526608195999e-09 
  333       3.912458099890e-10       1.991879565176e-12       1.447815022958e-11       0.000000000000e+00       3.639966664444e-03       2.937197260692e-03       2.731455609367e-03       2.190598324093e-03       2.111222772049e-03       1.314622597080e-09       1.478702692187e-09       1.518699437721e-09 
  334       3.872149922473e-10       2.015614398190e-12       1.436092498396e-11       0.000000000000e+00       3.646070423930e-03       2.941833905908e-03       2.735587600959e-03       2.193950975650e-03       2.114755915663e-03       1.304016722608e-09       1.469248768176e-09       1.510844793100e-09 
  335       3.832156949517e-10       2.039208489576e-12       1.423913381064e-11       0.000000000000e+00       3.652171553712e-03       2.946465178973e-03       2.739707501306e-03       2.197285273513e-03       2.118264789587e-03       1.293505463114e-09       1.459871215590e-09       1.503046892294e-09 
  336       3.792490317747e-10       2.062651597554e-12       1.411282407051e-11       0.000000000000e+00       3.658270077875e-03       2.951091309040e-03       2.743815733451e-03       2.200601559213e-03       2.121749374495e-03       1.283099226311e-09       1.450576348540e-09       1.495308375672e-09 
  337       3.753161187805e-10       2.085933323015e-12       1.398204527432e-11       0.000000000000e+00       3.664366002619e-03       2.955712516124e-03       2.747912718742e-03       2.203900175851e-03       2.125209647148e-03       1.272808597773e-09       1.441370568734e-09       1.487631893709e-09 
  338       3.714180743632e-10       2.109043108613e-12       1.384684910048e-11       0.000000000000e+00       3.670459316022e-03       2.960329010952e-03       2.751998876757e-03       2.207181468054e-03       2.128645580328e-03       1.262644342020e-09       1.432260365908e-09       1.480020106872e-09 
  339       3.675560191844e-10       2.131970237845e-12       1.370728941293e-11       0.000000000000e+00       3.676549987820e-03       2.964940994824e-03       2.756074625223e-03       2.210445781945e-03       2.132057142773e-03       1.252617403607e-09       1.423252318271e-09       1.472475685514e-09 
  340       3.637310761115e-10       2.154703834138e-12       1.356342227890e-11       0.000000000000e+00       3.682637969171e-03       2.969548659465e-03       2.760140379933e-03       2.213693465103e-03       2.135444299106e-03       1.242738908211e-09       1.414353092937e-09       1.465001309766e-09 
  341       3.599443701555e-10       2.177232859929e-12       1.341530598685e-11       0.000000000000e+00       3.688723192435e-03       2.974152186877e-03       2.764196554667e-03       2.216924866534e-03       2.138807009773e-03       1.233020163721e-09       1.405569446360e-09       1.457599669422e-09 
  342       3.561970284090e-10       2.199546115752e-12       1.326300106419e-11       0.000000000000e+00       3.694805570939e-03       2.978751749201e-03       2.768243561114e-03       2.220140336629e-03       2.142145230976e-03       1.223472661323e-09       1.396908224778e-09       1.450273463836e-09 
  343       3.524901799839e-10       2.221632239323e-12       1.310657029519e-11       0.000000000000e+00       3.700884998753e-03       2.983347508566e-03       2.772281808788e-03       2.223340227130e-03       2.145458914605e-03       1.214108076591e-09       1.388376364640e-09       1.443025401811e-09 
  344       3.488249559497e-10       2.243479704620e-12       1.294607873876e-11       0.000000000000e+00       3.706961350461e-03       2.987939616948e-03       2.776311704949e-03       2.226524891098e-03       2.148748008171e-03       1.204938270575e-09       1.379980893053e-09       1.435858201488e-09 
  345       3.452024892713e-10       2.265076820970e-12       1.278159374634e-11       0.000000000000e+00       3.713034480931e-03       2.992528216023e-03       2.780333654524e-03       2.229694682871e-03       2.152012454741e-03       1.195975290887e-09       1.371728928209e-09       1.428774590240e-09 
  346       3.416239147467e-10       2.286411732135e-12       1.261318497966e-11       0.000000000000e+00       3.719104225090e-03       2.997113437021e-03       2.784348060023e-03       2.232849958036e-03       2.155252192873e-03       1.187231372790e-09       1.363627679830e-09       1.421777304561e-09 
  347       3.380903689454e-10       2.307472415389e-12       1.244092442862e-11       0.000000000000e+00       3.725170397693e-03       3.001695400585e-03       2.788355321465e-03       2.235991073387e-03       2.158467156546e-03       1.178718940286e-09       1.355684449600e-09       1.414869089955e-09 
  348       3.346029901460e-10       2.328246680611e-12       1.226488642912e-11       0.000000000000e+00       3.731232793097e-03       3.006274216621e-03       2.792355836290e-03       2.239118386893e-03       2.161657275097e-03       1.170450607205e-09       1.347906631603e-09       1.408052700833e-09 
  349       3.311628203255e-10       2.348723270353e-12       1.208514421722e-11       0.000000000000e+00       3.737291275302e-03       3.010850014549e-03       2.796349991505e-03       2.242232263426e-03       2.164822559263e-03       1.162435784479e-09       1.340299647465e-09       1.401330066364e-09 
  350       3.277705067608e-10       2.368895212381e-12       1.190175939724e-11       0.000000000000e+00       3.743346052677e-03       3.015423035719e-03       2.800338139919e-03       2.245333092293e-03       2.167963363403e-03       1.154670344207e-09       1.332860656219e-09       1.394699750042e-09 
  351       3.244265879108e-10       2.388756604595e-12       1.171479207115e-11       0.000000000000e+00       3.749397414198e-03       3.019993544548e-03       2.804320622760e-03       2.248421270362e-03       2.171080134039e-03       1.147146528391e-09       1.325584584020e-09       1.388159384385e-09 
  352       3.211315900896e-10       2.408301526776e-12       1.152430427709e-11       0.000000000000e+00       3.755445640069e-03       3.024561798361e-03       2.808297777279e-03       2.251497196334e-03       2.174173324747e-03       1.139856301776e-09       1.318466164277e-09       1.381706494520e-09 
  353       3.178860273073e-10       2.427524040744e-12       1.133036000377e-11       0.000000000000e+00       3.761491001585e-03       3.029128047275e-03       2.812269936665e-03       2.254561270713e-03       2.177243396172e-03       1.132791349601e-09       1.311499936064e-09       1.375338497258e-09 
  354       3.146904011127e-10       2.446418190530e-12       1.113302520498e-11       0.000000000000e+00       3.767533760987e-03       3.033692534084e-03       2.816237429949e-03       2.257613895777e-03       2.180290816048e-03       1.125943075353e-09       1.304680242520e-09       1.369052700161e-09 
  355       3.115452004344e-10       2.464978002536e-12       1.093236781395e-11       0.000000000000e+00       3.773574171329e-03       3.038255494144e-03       2.820200581924e-03       2.260655475545e-03       2.183316059216e-03       1.119302598526e-09       1.298001229268e-09       1.362846300618e-09 
  356       3.084509014226e-10       2.483197485706e-12       1.072845775780e-11       0.000000000000e+00       3.779612476335e-03       3.042817155259e-03       2.824159713052e-03       2.263686415749e-03       2.186319607645e-03       1.112860752366e-09       1.291456842813e-09       1.356716384913e-09 
  357       3.054079672912e-10       2.501070631687e-12       1.052136697196e-11       0.000000000000e+00       3.785648910260e-03       3.047377737563e-03       2.828115139380e-03       2.266707123805e-03       2.189301950443e-03       1.106608081632e-09       1.285040828955e-09       1.350659927299e-09 
  358       3.024168481588e-10       2.518591414997e-12       1.031116941463e-11       0.000000000000e+00       3.791683697749e-03       3.051937453409e-03       2.832067172445e-03       2.269718008782e-03       2.192263583882e-03       1.100534840348e-09       1.278746731196e-09       1.344673789067e-09 
  359       2.994779808914e-10       2.535753793193e-12       1.009794108117e-11       0.000000000000e+00       3.797717053702e-03       3.056496507249e-03       2.836016119196e-03       2.272719481371e-03       2.195205011414e-03       1.094630989558e-09       1.272567889148e-09       1.338754717620e-09 
  360       2.965917889430e-10       2.552551707029e-12       9.881760018555e-12       0.000000000000e+00       3.803749183130e-03       3.061055095525e-03       2.839962281896e-03       2.275711953860e-03       2.198126743688e-03       1.088886195077e-09       1.266497436940e-09       1.332899345544e-09 
  361       2.937586821984e-10       2.568979080631e-12       9.662706339785e-12       0.000000000000e+00       3.809780281018e-03       3.065613406547e-03       2.843905958042e-03       2.278695840095e-03       2.201029298568e-03       1.083289825247e-09       1.260528301625e-09       1.327104189678e-09 
  362       2.909790568141e-10       2.585029821657e-12       9.440862238329e-12       0.000000000000e+00       3.815810532185e-03       3.070171620384e-03       2.847847440271e-03       2.281671555460e-03       2.203913201154e-03       1.077830948691e-09       1.254653201591e-09       1.321365650187e-09 
  363       2.882532950604e-10       2.600697821463e-12       9.216312002547e-12       0.000000000000e+00       3.821840111145e-03       3.074729908745e-03       2.851787016275e-03       2.284639516840e-03       2.206778983797e-03       1.072498332068e-09       1.248864644965e-09       1.315680009633e-09 
  364       2.855817651631e-10       2.615976955270e-12       8.989142030118e-12       0.000000000000e+00       3.827869181965e-03       3.079288434865e-03       2.855724968714e-03       2.287600142596e-03       2.209627186120e-03       1.067280437824e-09       1.243154928024e-09       1.310043432046e-09 
  365       2.829648211451e-10       2.630861082330e-12       8.759440842472e-12       0.000000000000e+00       3.833897898132e-03       3.083847353392e-03       2.859661575125e-03       2.290553852529e-03       2.212458355032e-03       1.062165421948e-09       1.237516133601e-09       1.304451961999e-09 
  366       2.804028026684e-10       2.645344046091e-12       8.527299099216e-12       0.000000000000e+00       3.839926402403e-03       3.088406810267e-03       2.863597107835e-03       2.293501067857e-03       2.215273044751e-03       1.057141131728e-09       1.231940129495e-09       1.298901523673e-09 
  367       2.778960348753e-10       2.659419674362e-12       8.292809612564e-12       0.000000000000e+00       3.845954826678e-03       3.092966942615e-03       2.867531833875e-03       2.296442211181e-03       2.218071816819e-03       1.052195103499e-09       1.226418566874e-09       1.293387919935e-09 
  368       2.754448282306e-10       2.673081779479e-12       8.056067361766e-12       0.000000000000e+00       3.851983291850e-03       3.097527878625e-03       2.871466014889e-03       2.299377706457e-03       2.220855240120e-03       1.047314560403e-09       1.220942878690e-09       1.287906831405e-09 
  369       2.730494783632e-10       2.686324158471e-12       7.817169507536e-12       0.000000000000e+00       3.858011907673e-03       3.102089737436e-03       2.875399907048e-03       2.302307978963e-03       2.223623890903e-03       1.042486410141e-09       1.215504278080e-09       1.282453815529e-09 
